tender_id,requirement_text,is_mandatory,restrictiveness_score
WRD-2025-031,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
UADD-2025-048,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
MPRDC-2025-023,Bidders must provide an undertaking that they have not been blacklisted by any government agency.,1,0.4547
PWD-2025-027,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
MPMKVV-2025-024,The technical partner must be registered within a 5km radius of the project site office.,1,0.8613
MPMKVV-2025-025,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
UADD-2025-049,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
PHED-2025-038,The CEO of the bidding firm must have been a member of the local trade council for over 10 years.,1,0.3888
PHED-2025-039,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
UADD-2025-050,Bidders must provide an undertaking that they have not been blacklisted by any government agency.,1,0.4547
MPMKVV-2025-026,Experience in building exactly 3 bridges of length exceeding 45.7 meters in a single year is mandatory.,1,0.8258
PWD-2025-028,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
PWD-2025-029,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
UADD-2025-051,Bidder must have experience of working exactly in the tribal belts of Eastern MP for 12.5 years.,1,0.7186
MPRDC-2025-024,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
PWD-2025-030,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
MPRDC-2025-025,The technical partner must be registered within a 5km radius of the project site office.,1,0.8613
MPRDC-2025-026,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
PWD-2025-031,Bidders must provide an undertaking that they have not been blacklisted by any government agency.,1,0.4547
PHED-2025-040,Experience in building exactly 3 bridges of length exceeding 45.7 meters in a single year is mandatory.,1,0.8258
MPRDC-2025-027,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
PWD-2025-032,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
PWD-2025-033,The technical partner must be registered within a 5km radius of the project site office.,1,0.8613
MPRDC-2025-028,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
MPMKVV-2025-027,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
PWD-2025-034,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
PWD-2025-035,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
PHED-2025-041,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
WRD-2025-032,The CEO of the bidding firm must have been a member of the local trade council for over 10 years.,1,0.3888
PHED-2025-042,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
PHED-2025-043,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
WRD-2025-033,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
PWD-2025-036,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
PWD-2025-037,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
MPMKVV-2025-028,The CEO of the bidding firm must have been a member of the local trade council for over 10 years.,1,0.3888
MPRDC-2025-029,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
WRD-2025-034,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
WRD-2025-035,Bidder must have experience of working exactly in the tribal belts of Eastern MP for 12.5 years.,1,0.7186
UADD-2025-052,Bidders must provide an undertaking that they have not been blacklisted by any government agency.,1,0.4547
MPMKVV-2025-029,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
MPRDC-2025-030,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
PWD-2025-038,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
PHED-2025-044,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
MPMKVV-2025-030,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
MPRDC-2025-031,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
MPMKVV-2025-031,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
WRD-2025-036,The technical partner must be registered within a 5km radius of the project site office.,1,0.8613
UADD-2025-053,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
MPMKVV-2025-032,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
PHED-2025-045,The technical partner must be registered within a 5km radius of the project site office.,1,0.8613
MPMKVV-2025-033,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
PHED-2025-046,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
MPRDC-2025-032,The technical partner must be registered within a 5km radius of the project site office.,1,0.8613
UADD-2025-054,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
MPMKVV-2025-034,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
PHED-2025-047,Bidder must have experience of working exactly in the tribal belts of Eastern MP for 12.5 years.,1,0.7186
WRD-2025-037,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
WRD-2025-038,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
MPMKVV-2025-035,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
MPRDC-2025-033,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
MPMKVV-2025-036,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
MPMKVV-2025-037,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
WRD-2025-039,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
PWD-2025-039,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
PHED-2025-048,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
PWD-2025-040,Bidders must provide an undertaking that they have not been blacklisted by any government agency.,1,0.4547
PWD-2025-041,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
PHED-2025-049,The technical partner must be registered within a 5km radius of the project site office.,1,0.8613
PHED-2025-050,Bidders must provide an undertaking that they have not been blacklisted by any government agency.,1,0.4547
PWD-2025-042,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
MPMKVV-2025-038,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
PHED-2025-051,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
MPRDC-2025-034,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
PWD-2025-043,Bidder must have experience of working exactly in the tribal belts of Eastern MP for 12.5 years.,1,0.7186
MPMKVV-2025-039,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
PWD-2025-044,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
MPMKVV-2025-040,The CEO of the bidding firm must have been a member of the local trade council for over 10 years.,1,0.3888
UADD-2025-055,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
PHED-2025-052,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
PWD-2025-045,The technical partner must be registered within a 5km radius of the project site office.,1,0.8613
MPMKVV-2025-041,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
WRD-2025-040,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
PHED-2025-053,The technical partner must be registered within a 5km radius of the project site office.,1,0.8613
PWD-2025-046,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
MPMKVV-2025-042,Bidders must provide an undertaking that they have not been blacklisted by any government agency.,1,0.4547
WRD-2025-041,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
MPMKVV-2025-043,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
MPMKVV-2025-044,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
PHED-2025-054,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
PWD-2025-047,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
MPRDC-2025-035,Bidders must provide an undertaking that they have not been blacklisted by any government agency.,1,0.4547
UADD-2025-056,The technical partner must be registered within a 5km radius of the project site office.,1,0.8613
MPMKVV-2025-045,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
MPRDC-2025-036,Bidders must provide an undertaking that they have not been blacklisted by any government agency.,1,0.4547
PHED-2025-055,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
MPMKVV-2025-046,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
WRD-2025-042,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
MPRDC-2025-037,Experience in building exactly 3 bridges of length exceeding 45.7 meters in a single year is mandatory.,1,0.8258
MPMKVV-2025-047,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
WRD-2025-043,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
PHED-2025-056,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
WRD-2025-044,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
PWD-2025-048,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
PHED-2025-057,The CEO of the bidding firm must have been a member of the local trade council for over 10 years.,1,0.3888
WRD-2025-045,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
PWD-2025-049,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
MPRDC-2025-038,The CEO of the bidding firm must have been a member of the local trade council for over 10 years.,1,0.3888
MPRDC-2025-039,Minimum annual turnover of the bidder should be at least 50% of the estimated tender value.,1,0.4232
MPMKVV-2025-048,Bidders must have successfully completed at least three similar projects in the last 5 years.,1,0.4451
PWD-2025-050,Experience in building exactly 3 bridges of length exceeding 45.7 meters in a single year is mandatory.,1,0.8258
UADD-2025-057,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
WRD-2025-046,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
UADD-2025-058,The CEO of the bidding firm must have been a member of the local trade council for over 10 years.,1,0.3888
WRD-2025-047,The bidder must possess a valid Class-A contractor license from the state government.,1,0.4611
PWD-2025-051,Submission of Earnest Money Deposit (EMD) is mandatory via Nationalized Bank Draft.,1,0.4087
UADD-2025-059,"Bidder must have completed a project using 'SpecificModel-X' technology, owned by local distributors.",1,0.75
WRD-2025-048,it should be near railway station,1,0.0
